page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-04-13,Discover Your Destiny,13 April : Finishing Well,"Deuteronomy 33-34, Luke 22:39-71, Proverbs 13:11-15","""Moses was 120 years old when he died. His eye was undimmed, and his vigour unabated"". Isn't it amazing that at the end of his life, Moses was not frail or sickly? He remained physically strong and possessed clear vision till the Lord took him.

No matter how heavy the burden of leadership became, God sustained Moses until the very end. Though he was denied entry into the Promised Land, he finished as a humble servant of God who passed on the mantle well. His life reminds us that finishing well is possible when we fully depend on God. The Lord's destiny for your life is not limited by physical age.

Do not believe the lies of the enemy that you are too old, too weak or too late for God to use. He strengthens and empowers those who walk with Him. Ask Him for fresh vision and renewed strength today!","Lord Jesus, strengthen me to finish well in every season of my life. Keep my eyes clear, my heart steady and my steps faithful as I depend on You daily. Empower me to walk in the destiny You have prepared. Amen.",/static/images/picture3.jpg,"[{""text"": ""Deuteronomy 33"", ""url"": ""https://www.wordproject.org/bibles/kj/05/33.htm""}, {""text"": ""Deuteronomy 34"", ""url"": ""https://www.wordproject.org/bibles/kj/05/34.htm""}, {""text"": ""Luke 22:39-71"", ""url"": ""https://www.wordproject.org/bibles/kj/42/22.htm""}, {""text"": ""Proverbs 13:11-15"", ""url"": ""https://www.wordproject.org/bibles/kj/20/13.htm""}]"
2026-04-14,Discover Your Destiny,14 April : Courage In Every Step,"Joshua 1-2, Luke 23:1-25, Proverbs 13:16-20","God told Joshua to ""be strong and courageous"" as he prepared to enter the Promised Land where giants and unfamiliar battles awaited.

In that same moment, the Lord also revealed the source of that courage He spoke about: continually meditating on God's Word and trusting in His unfailing presence.

We are called to do the same. As we fill our minds with Scripture, fears shrink an d faith grows. When we remember that God is with us in every assignment, we can step forward with confidence.

Courage is not the same as reckless bravado. It is the boldness to obey and walk with God against all opposition and challenges. As we walk in faith, know that our God goes before us. And He strengthens us every step of the way.","Heavenly Father, fill my heart with Your steadfast faith today. Remind me that You are with me in every assignment. Help me to obey You even when I am fearful. May Your presence and Word empower me to be strong and courageous. Amen.",/static/images/picture3.jpg,"[{""text"": ""Joshua 1"", ""url"": ""https://www.wordproject.org/bibles/kj/06/1.htm""}, {""text"": ""Joshua 2"", ""url"": ""https://www.wordproject.org/bibles/kj/06/2.htm""}, {""text"": ""Luke 23:1-25"", ""url"": ""https://www.wordproject.org/bibles/kj/42/23.htm""}, {""text"": ""Proverbs 13:16-20"", ""url"": ""https://www.wordproject.org/bibles/kj/20/13.htm""}]"
2026-04-15,Discover Your Destiny,15 April : On The Lord'S Side Alone,"Joshua 3-5, Luke 23:26-56, Proverbs 13:21-25","Joshua asked the angel that appeared, ""Are you for us or our enemies""? The angel who was a commander of the Lord's army replied, ""Neither"". He was neither taking Israel's side nor their enemies' side. Instead, he stood for God's divine purposes alone.

Humans tend to take sides. Too often, even amongst believers, we divide ourselves between ""my ministry"" versus ""your ministry"". But God is not interested in our factions. He is looking for our full allegiance to His purposes alone. We should not be concerned about whether God is on our side. Our greatest concern should be whether we are on God's side.

The real battle is not amongst us but against the principalities of the world. Like the angel, may we be known for standing with God and God alone. And like Joshua, may our posture always be one of surrender.","Lord Jesus, align my heart fully with You. Keep me from seeking my own agenda. Teach me to stand with You, obey Your voice and give You my whole allegiance. Lead me into Your purposes today. Amen.",/static/images/picture3.jpg,"[{""text"": ""Joshua 3"", ""url"": ""https://www.wordproject.org/bibles/kj/06/3.htm""}, {""text"": ""Joshua 4"", ""url"": ""https://www.wordproject.org/bibles/kj/06/4.htm""}, {""text"": ""Joshua 5"", ""url"": ""https://www.wordproject.org/bibles/kj/06/5.htm""}, {""text"": ""Luke 23:26-56"", ""url"": ""https://www.wordproject.org/bibles/kj/42/23.htm""}, {""text"": ""Proverbs 13:21-25"", ""url"": ""https://www.wordproject.org/bibles/kj/20/13.htm""}]"
2026-04-16,Be A Blessing,16 April : The Promised Land Blessing,"Joshua 6-8, Luke 24:1-35, Proverbs 14:1-5","When Israel entered the Promised Land, it was a powerful picture of entering into the fullness of God's blessings. The land represented rest, fruitfulness and a new beginning. In the same way, when we receive salvation in Christ, we experience forgiveness, freedom and a restored relationship with God.

The Promised Land also points to something greater: the eternal promise of heaven. Just as Israel crossed the Jordan to enter their inheritance, we will one day cross from this life into the everlasting joy of God's presence.

May we walk in the fullness of God's promise, living each day as bearers of His blessing as we lead others into the eternal promised land too.","Lord Jesus, thank You for the salvation and hope You have given me through Christ. Help me live each day in the fullness of Your promised blessings. Guide me as I lead others to You. Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 6"", ""url"": ""https://www.wordproject.org/bibles/kj/06/6.htm""}, {""text"": ""Joshua 7"", ""url"": ""https://www.wordproject.org/bibles/kj/06/7.htm""}, {""text"": ""Joshua 8"", ""url"": ""https://www.wordproject.org/bibles/kj/06/8.htm""}, {""text"": ""Luke 24:1-35"", ""url"": ""https://www.wordproject.org/bibles/kj/42/24.htm""}, {""text"": ""Proverbs 14:1-5"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-17,Be A Blessing,17 April : Go Tell The World,"Joshua 9-11, Luke 24:36-53, Proverbs 14:6-10","After the resurrection, Jesus stood before the very disciples who had failed Him. Peter denied Him. The others fled. Doubt filled the room. Instead of condemning the disciples who failed Him time and again, Jesus offered redemption and forgiveness.

The forgiveness of sins is for everyone without exception. No one is worthy of heaven on their own merit, but redemption is a gift for all who turn to Him. This includes even those of us who feel we are too far gone to turn back. God is calling us back from a path of destruction into God's path. No matter what your past was, you can turn to God today.

Just as the disciples were sent out to proclaim the Good News, go tell the world about God's amazing grace in your life. Your story of redemption is the hope that someone lost in darkness needs to hear today.","Lord Jesus, thank You for redeeming me and forgiving me for my sins. I turn fully to You. Empower me to share the hope I have received so that my story can shine Your light into someone else's darkness today. Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 9"", ""url"": ""https://www.wordproject.org/bibles/kj/06/9.htm""}, {""text"": ""Joshua 10"", ""url"": ""https://www.wordproject.org/bibles/kj/06/10.htm""}, {""text"": ""Joshua 11"", ""url"": ""https://www.wordproject.org/bibles/kj/06/11.htm""}, {""text"": ""Luke 24:36-53"", ""url"": ""https://www.wordproject.org/bibles/kj/42/24.htm""}, {""text"": ""Proverbs 14:6-10"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-18,Be A Blessing,18 April : The Upright Will Prosper,"Joshua 12-13, John 1:1-18, Proverbs 14:11-15","""The tent of the upright will flourish"". This proverb helps us to understand God's heart for us. He desires for us to flourish in every way. The tent here represents everyday life: our home, our work and our private walk with God.

The word ""upright"" conveys living with moral integrity and honesty. Believers who live upright lives flourish because they are planted in truth, watered by grace and sustained by obedience. So how does one live in such ways?

Be fair-minded in all your dealings. Be willing to sacrifice a little for the sake of grace. Practice self-control and avoid letting the lure of quick gains lead to greed. And when you fall, repent quickly and return to God. Submit all our ways to Him. Do what is right in the Lord's eyes. Stay rooted in Christ and we will experience the Lord prospering us in all our ways.","Lord Jesus, help me to live uprightly in every area of my life. Teach me to act with integrity, fairness and self-control. Thank You for Your grace that sustains me. Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 12"", ""url"": ""https://www.wordproject.org/bibles/kj/06/12.htm""}, {""text"": ""Joshua 13"", ""url"": ""https://www.wordproject.org/bibles/kj/06/13.htm""}, {""text"": ""John 1:1-18"", ""url"": ""https://www.wordproject.org/bibles/kj/43/1.htm""}, {""text"": ""Proverbs 14:11-15"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-19,Be A Blessing,"19 April : Quick Temper, Poor Judgement","Joshua 14-15, John 1:19-51, Proverbs 14:16-20","Quick-tempered people rarely intentionally wound others. Yet, we often do. In the span of a few seconds, we sprout words that we cannot retrieve. Such foolishness is not because of a lack of intelligence. It is due to a lack of restraint.

Anger is a natural human emotion. But when unchecked, it clouds our judgment and controls us. The mess that it causes often leads to regret. What we say in anger can wound deeply and fracture relationships. Unrighteous anger is incompatible with the new life we have in Christ.

The one who controls their temper protects relationships and honours God. Today, may we pursue a heart that is quick to listen, slow to speak and slow to become angry.","Lord Jesus, calm my heart and guide my responses. Teach me to pause, listen and surrender my anger to You. Fill me with Your Spirit of peace and patience. Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 14"", ""url"": ""https://www.wordproject.org/bibles/kj/06/14.htm""}, {""text"": ""Joshua 15"", ""url"": ""https://www.wordproject.org/bibles/kj/06/15.htm""}, {""text"": ""John 1:19-51"", ""url"": ""https://www.wordproject.org/bibles/kj/43/1.htm""}, {""text"": ""Proverbs 14:16-20"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-20,Be A Blessing,20 April : Celebrate Life Together,"Joshua 16-18, John 2:1-12, Psalms 53-54","It is beautiful to see Jesus at a wedding feast, rejoicing in the union of a married couple. This is the only biblical text that depicts our Lord at a fully celebratory occasion. It is wonderful to know that Christ is with us in our celebrations as well as in our trials.

When the wine ran out, Jesus kept the party going by turning water into exceptional wine. God delights in the joy and fellowship of His people. Whether it's a family vacation, a simple meal with a friend or an evening filled with laughter, He is there.

How can we emulate Jesus? We can ""rejoice with those who rejoice"" by celebrating our loved ones' victories without envy. Or by sharing God's blessings to meet needs when resources run low. Embrace every moment of joy, because life is worth celebrating!","Lord Jesus, thank You for the gift of people and the joy of community. Help me celebrate others, honour relationships and reflect Your love in every moment. Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 16"", ""url"": ""https://www.wordproject.org/bibles/kj/06/16.htm""}, {""text"": ""Joshua 17"", ""url"": ""https://www.wordproject.org/bibles/kj/06/17.htm""}, {""text"": ""Joshua 18"", ""url"": ""https://www.wordproject.org/bibles/kj/06/18.htm""}, {""text"": ""John 2:1-12"", ""url"": ""https://www.wordproject.org/bibles/kj/43/2.htm""}, {""text"": ""Psalms 53"", ""url"": ""https://www.wordproject.org/bibles/kj/19/53.htm""}, {""text"": ""Psalms 54"", ""url"": ""https://www.wordproject.org/bibles/kj/19/54.htm""}]"
2026-04-21,Be A Blessing,21 April :,FINDING STRENGTH TO MOVE FORWARD,"Joshua 19-20, John 2:13-25, Psalm 55

In Psalm 55, David pour ed out his deep anguish before the Lord. He was facing attacks from enemies and fear gripped his heart. Amid all that pain, he declared, ""Cast your burden on the Lord and He will sustain you"".

He knew only God could carry him through, so he continually turned to the Lord for help. What he received in his private moments became a blessing to many. Through the Book of Psalms, millions have found comfort, strength and hope in the same God who delivered David.

Whatever burdens we carry today, place them in God's hands. The Lord promised that He will s ee us through. The burden we carry can become a building block for how we bless others.","Heavenly Father, I cast all my burdens on You. I give all of my pains and fears over to You. Strengthen my heart and help me walk forward in faith. I trust You alone. Amen.",/static/images/picture4.jpg,[]
2026-04-22,Be A Blessing,22 April : You Must Be Born Again,"Joshua 21-22, John 3:1-21, Psalm 56","Jesus speaks with a religious leader named Nicodemus. To his surprise, Christ told him, ""You must be born again"". Nicodemus followed the law diligently and even taught the Scriptures, yet he lacked true spiritual life. He had religion but not a relationship.

Salvation is not achieved through moral effort or knowledge alone, but by a new birth from above. To be born again means receiving a new heart, a new nature and a new identity through the power of the Holy Spirit.

Our first birth makes us children of flesh, but the second birth makes us children of God. This rebirth is a gift, purchased by Christ and received through faith. When we are truly born again by the Spirit, our inner person will change. We are kinder to others. We show mercy better. We can forgive others more easily. Today, rejoice in the new birth God has given you, for in Christ you are renewed, redeemed and fully His.","Lord Jesus, thank You for the gift of new birth. Renew my heart, transform my desires and fill me with the life of Your Spirit. In You, I am brand new! Amen.",/static/images/picture4.jpg,"[{""text"": ""Joshua 21"", ""url"": ""https://www.wordproject.org/bibles/kj/06/21.htm""}, {""text"": ""Joshua 22"", ""url"": ""https://www.wordproject.org/bibles/kj/06/22.htm""}, {""text"": ""John 3:1-21"", ""url"": ""https://www.wordproject.org/bibles/kj/43/3.htm""}, {""text"": ""Psalm 56"", ""url"": ""https://www.wordproject.org/bibles/kj/19/56.htm""}]"
2026-04-23,Love The Lord,23 April : Married To Christ,"Joshua 23-24, John 3:22-36, Psalm 57","Jesus is introduced to us as our Bridegroom. Through salvation, we become His Bride. Just as a bride is pursued and loved by her groom, so Christ loves and commits Himself to us with everlasting faithfulness.

Marriage is built on love, intimacy and unity. And this is the kind of relationship He desires for us to have with Him. He doesn't want us to simply know about Him. He wants us to know Him, to walk with Him and delight in His presence.

Our union with Christ continues from this life to the next, where we look forward to the marriage supper of the Lamb. A heavenly celebration where Christ and His Bride will be united in joy forever! Therefore, let us commit to Him wholeheartedly. He has claimed us, chosen us and covenanted Himself to us. Today, let your heart rest in knowing that you are deeply loved and forever His.","Lord Jesus, thank You for choosing me, pursuing me and loving me. Help me to walk closely with You. Keep my heart devoted to You until the day I feast with You in glory. Amen.",/static/images/picture1.jpg,"[{""text"": ""Joshua 23"", ""url"": ""https://www.wordproject.org/bibles/kj/06/23.htm""}, {""text"": ""Joshua 24"", ""url"": ""https://www.wordproject.org/bibles/kj/06/24.htm""}, {""text"": ""John 3:22-36"", ""url"": ""https://www.wordproject.org/bibles/kj/43/3.htm""}, {""text"": ""Psalm 57"", ""url"": ""https://www.wordproject.org/bibles/kj/19/57.htm""}]"
2026-04-24,Love The Lord,24 April : The Thirst Only Christ Can Quench,"Judges 1, John 4:1-42, Psalm 58","Jesus said in John 4:14, ""Whoever drinks the water I give them will never thirst"". The Samaritan woman came to the well to draw water, but Jesus knew her soul was thirsty. She had tried to satisfy her longing through relationships, yet her heart remained empty.

Many of us know this feeling. We try to satisfy our thirst through achievement, affection, pleasure or approval, only to find ourselves still frustrated and unsatisfied. Christ promises lasting fulfilment.

The woman left her water jar behind because she found a greater source: Jesus Himself. Let us stop drawing from empty wells and come to the One who satisfies fully and eternally. Today, bring your thirst to Jesus. Drink deeply of His presence and let His living water fill you. He alone satisfies and restores!","Lord Jesus, You are my living water. Satisfy my heart and fill me with Your presence today. Teach me to seek You above all else. Amen.",/static/images/picture1.jpg,"[{""text"": ""Judges 1"", ""url"": ""https://www.wordproject.org/bibles/kj/07/1.htm""}, {""text"": ""John 4:1-42"", ""url"": ""https://www.wordproject.org/bibles/kj/43/4.htm""}, {""text"": ""Psalm 58"", ""url"": ""https://www.wordproject.org/bibles/kj/19/58.htm""}]"
2026-04-25,Love The Lord,25 April : Start Every Day With God,"Judges 2-3, John 4:43-5:15, Psalm 59","What is the first thing you do when you wake up daily? Some reach for their handphones, others for their first cup of coffee. To be able to wake up to the sunrise of each new day is a blessing from God. Every new day is a fresh start. Yesterday is gone and we can begin today with renewed mercy, hope and strength.

Start each day with God. Tell God He comes first. Make it our daily rhythm to greet our Abba Father good morning, meditate on His Word, pray and commit the day to Him and invite the Holy Spirit to inhabit your day. Do what the psalmist does: proclaim God's love, rely on His strength and seek refuge in God as we begin each morning.

Jesus often withdrew early in the morning to pray. Like Him, we must be filled with the power of the Holy Spirit first before we can pour out. Let every morning be moments of encounters with Him.","Heavenly Father, thank You for the gift of a new day. As I begin today, I surrender every moment into Your hands. Direct my steps according to Your will. Amen.",/static/images/picture1.jpg,"[{""text"": ""Judges 2"", ""url"": ""https://www.wordproject.org/bibles/kj/07/2.htm""}, {""text"": ""Judges 3"", ""url"": ""https://www.wordproject.org/bibles/kj/07/3.htm""}, {""text"": ""Psalm 59"", ""url"": ""https://www.wordproject.org/bibles/kj/19/59.htm""}]"
2026-04-26,Love The Lord,26 April :,EVERYTHING IN THE BIBLE POINTS TO JESUS,"Judges 4-5, John 5:16-47, Psalm 60

Jesus sp oke with the religious leaders who diligently studied Scripture yet missed the One the Scriptures pointed to. They knew the words, memorised the laws and analysed prophecies. But they failed to recognise the Messiah standing before them.

Jesus said, ""These are the very Scriptures that testify about Me, yet you refuse to come to Me to have life"". What a tragedy that they resisted coming to the Lord for salvation! This is a sobering warning for us. We can study our Bibles, attend church and serve diligently, yet still miss Jesus Himself.

Let's ask the Holy Spirit to open our eyes and reveal Christ to us. The Word is alive because Jesus is alive. His promises whisper His love for us. Every story in the Bible leads to His redemption. May we draw closer to Him!","Lord Jesus, open my eyes to recognise Your presence, Your voice and Your work in my life. You must increase in my life, and I must decrease. Help me to walk closely with You all the days of my life. Amen.",/static/images/picture1.jpg,[]
2026-04-27,Love The Lord,27 April : Why God Chose 300,"Judges 6-7, John 6:1-24, Proverbs 14:21-25","God drastically reduced Gideon's army from thirty-two thousand to only three hundred men. God intentionally weakened Gideon's strength so that His power would be unmistakable. The battles God calls us to fight are often bigger than our ability. And oftentimes, He strips away all that we can depend on, so we learn to depend on Him alone.

In the face of life's obstacles, we are often intimidated by the size of our problems and rely on our own strength to fix it. However, if God could deliver an entire nation through just three hundred men, He can work powerfully through your life as well.

Take heart! Remind yourself of the precious truth Scripture declares, ""If God is for us, who can be against us""? No obstacle is too big, no enemy too strong and no situation too hopeless when the Almighty stands on our side. Rejoice, for the Lord will give you the victory!","Heavenly Father, thank You that You are for me and with me. When challenges overwhelm me, remind me that You are greater than any difficulty I face. Amen.",/static/images/picture1.jpg,"[{""text"": ""Judges 6"", ""url"": ""https://www.wordproject.org/bibles/kj/07/6.htm""}, {""text"": ""Judges 7"", ""url"": ""https://www.wordproject.org/bibles/kj/07/7.htm""}, {""text"": ""John 6:1-24"", ""url"": ""https://www.wordproject.org/bibles/kj/43/6.htm""}, {""text"": ""Proverbs 14:21-25"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-28,Love The Lord,"28 April : What Life Needs, Jesus Is","Judges 8, John 6:25-71, Proverbs 14:26-30","Science tells us that the elements of air, water, food, light and shelter are the basic needs of life. Jesus declares, ""I am the breath of life"", ""I am the living water"", ""I am the bread of life"", ""I am the light of the world"" and ""I am the good shepherd"".

Jesus is the breath that sustains, water that satisfies, food to strengthen, light to guide and refuge to protect. Jesus is all that life requires to exist. What we need for physical life, He provides for our spiritual life.

He does not merely supply what we need. He is what we need. We were created to need Jesus. Without Jesus, we remain thirsty, breathless, hungry and lost in darkness. In Christ, we find true life.

Indeed, we need Jesus to live!","Lord Jesus, thank You for being all that I need to live. Forgive me for seeking life elsewhere when I am created for You alone. You do not merely meet my needs. You are life itself for me. Amen.",/static/images/picture1.jpg,"[{""text"": ""Judges 8"", ""url"": ""https://www.wordproject.org/bibles/kj/07/8.htm""}, {""text"": ""John 6:25-71"", ""url"": ""https://www.wordproject.org/bibles/kj/43/6.htm""}, {""text"": ""Proverbs 14:26-30"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-29,Love The Lord,29 April : Who Is Jesus?,"Judges 9, John 7, Proverbs 14:31-35","There was significant speculation about Jesus' identity during the Feast of Tabernacles and opinions were deeply divided. People doubted, debated and gossiped. They were curious, fearful and confused. Some hated Jesus to the point of seeking to kill Him. Others believed in Him quietly.

Which group of people are we today? Like the people at the Feast, we have heard about the same Jesus. The same invitation has been extended to u s. How are we responding to Him? Let's not be bystanders, watching from a distance and commenting on who God is and what He is doing. Jesus did not say, ""Watch me, discuss about me or evaluate me"". He said, ""Follow me, come to me and drink from me"". Only those who step forward to follow Him and drink from His living water will encounter Him.","Lord Jesus, in a world full of opinions about Jesus, give me the faith to truly believe in who You are. Stir in me a deep thirst that compels me to come to You and follow You wholeheartedly. I desire to know You, love You and live for You. Amen.",/static/images/picture1.jpg,"[{""text"": ""Judges 9"", ""url"": ""https://www.wordproject.org/bibles/kj/07/9.htm""}, {""text"": ""John 7"", ""url"": ""https://www.wordproject.org/bibles/kj/43/7.htm""}, {""text"": ""Proverbs 14:31-35"", ""url"": ""https://www.wordproject.org/bibles/kj/20/14.htm""}]"
2026-04-30,Connect With Community,30 April : Full Of Grace And Truth,"Judges 10-11, John 8:1-30, Proverbs 15:1-5","Grace without truth becomes a licence to sin and truth without grace becomes harsh and legalistic. The law demanded that the woman caught in adultery be punished but Jesus neither condemned nor condoned her. Instead, h e offered forgiveness and told her to sin no more. Jesus spoke with authority and acted with compassion.

Jesus fully embodies both grace and truth. Both are His character. Truth discerns right from wrong and g race offers God's unmerited mercy to us who don't deserve it. We need to stay connected to Jesus and keep in step with the Spirit to live in the fullness of both. How can we live with uncompromising biblical truth while extending unconditional love, reflecting Jesus in every word and action?

In a world that swings between an inclusive and cancel culture, Christians are called to shine differently.","Heavenly Father, teach me not to minimise grace and truth, but to affirm both in my life. Fill me with Your power to hate sin but love the sinners. Amen.",/static/images/picture2.jpg,"[{""text"": ""Judges 10"", ""url"": ""https://www.wordproject.org/bibles/kj/07/10.htm""}, {""text"": ""Judges 11"", ""url"": ""https://www.wordproject.org/bibles/kj/07/11.htm""}, {""text"": ""John 8:1-30"", ""url"": ""https://www.wordproject.org/bibles/kj/43/8.htm""}, {""text"": ""Proverbs 15:1-5"", ""url"": ""https://www.wordproject.org/bibles/kj/20/15.htm""}]"
2026-05-01,Connect With Community,1 May : Set Free By Truth,"Judges 12-14, John 8:31-59, Proverbs 15:6-10","Jesus distinguishes between true disciples and mere followers. True disciples are proven by being faithful to His teachings. This means a lifestyle of obedience to Jesus' words, even when they are difficult or uncomfortable. It is not just agreeing with Jesus selectively. It is to build our whole life on what He says. It is easy to claim we are Christians. But hard to be one.

Jesus is not interested in being popular. A big religious crowd followed Him, and they crucified Him. He wants fully devoted disciples, no matter how few they may be.

Being set free from the bondage of sin is a natural result of living in His Word. It is not the truth we know, but the truth we obey that restores us to true freedom. Sin promises freedom but produces bondage. Jesus may confront us with His truth, but it ultimately liberates us.","Lord Jesus, thank You for the truth that sets me free. I don't want to just be a follower in name. I desire to be a true disciple in heart. Help me to remain in Your Word and let Your truth break every chain in my life. Lead me into the freedom You have promised. Amen.",/static/images/picture2.jpg,"[{""text"": ""Judges 12"", ""url"": ""https://www.wordproject.org/bibles/kj/07/12.htm""}, {""text"": ""Judges 13"", ""url"": ""https://www.wordproject.org/bibles/kj/07/13.htm""}, {""text"": ""Judges 14"", ""url"": ""https://www.wordproject.org/bibles/kj/07/14.htm""}, {""text"": ""John 8:31-59"", ""url"": ""https://www.wordproject.org/bibles/kj/43/8.htm""}, {""text"": ""Proverbs 15:6-10"", ""url"": ""https://www.wordproject.org/bibles/kj/20/15.htm""}]"
2026-05-02,Connect With Community,2 May : Giftedness ≠ Godliness,"Judges 15-16, John 9:1-34, Proverbs 15:11-15","Samson's gift of strength was extraordinary. But his character was weak. We often assume that if someone is greatly gifted, they must be walking closely with God. But that might not always be true.

Although our gifts and calling of God are irrevocable, we can neglect intimacy with Him. The Lord is not only interested in what we can do for Him, but in who we are becoming in Him. He looks for spiritual fruit in our lives.

Let us therefore train ourselves to become godly men and women. Godliness, put simply, is to live in a way that reflects God's character in us. Our abilities were never meant to replace character. Talent without transformation is futile. A life rooted in godliness produces lasting impact. Think about how our families, church, schools, workplaces and society would be transformed if every single one of us were to grow in godliness.","Heavenly Father, forgive me for valuing my talents more than my character growth. Forgive me for measuring my worth by what I can do and for neglecting who I am becoming in You. Transform me from within. Amen.",/static/images/picture2.jpg,"[{""text"": ""Judges 15"", ""url"": ""https://www.wordproject.org/bibles/kj/07/15.htm""}, {""text"": ""Judges 16"", ""url"": ""https://www.wordproject.org/bibles/kj/07/16.htm""}, {""text"": ""John 9:1-34"", ""url"": ""https://www.wordproject.org/bibles/kj/43/9.htm""}, {""text"": ""Proverbs 15:11-15"", ""url"": ""https://www.wordproject.org/bibles/kj/20/15.htm""}]"
2026-05-03,Connect With Community,3 May : Recognise Your Shepherd'S Voice,"Judges 17-18, John 9:35-10:21, Proverbs 15:16-20","Jesus is the Shepherd who goes ahead of His sheep. The sheep follow because they know His voice. Th ey follow not because they see the full path ahead, but because they trust the One leading them.

The constant chattering, competing opinions and endless advice from others can easily drown out the Shepherd's voice. The more time we spend with God, the better we are at distinguishing His voice from the many voices competing for our attention.

Jesus also says the sheep will not follow a stranger but will flee from unfamiliar voices. Staying near to God will sharpen our discernment to recognise what is truly from God and resist what is not.

The safest place for a sheep to be is by the shepherd's side. Because the devil does not fear sheep. He only fears the Shepherd.","Lord Jesus, help me stay close to You and teach me to recognise Your voice. Help me not to be led astray by voices that are not from You. Lead me in Your ways and keep my heart attentive to Your guidance. Amen.",/static/images/picture2.jpg,"[{""text"": ""Judges 17"", ""url"": ""https://www.wordproject.org/bibles/kj/07/17.htm""}, {""text"": ""Judges 18"", ""url"": ""https://www.wordproject.org/bibles/kj/07/18.htm""}, {""text"": ""Proverbs 15:16-20"", ""url"": ""https://www.wordproject.org/bibles/kj/20/15.htm""}]"
2026-05-04,Connect With Community,4 May : Christ As Our Moral Compass,"Judges 19-21, John 10:22-42, Psalm 61","When society turns away from God, people follow their own moral compass and do what is right in their own eyes. Morality declines and compromise is normalised. It is now normal to hear: ""Do what makes you happy"", ""your truth is your truth, my truth is my truth"", and ""follow your heart"".

We have grown comfortable with unholiness. We call sin a struggle, compromise as tolerance and disobedience as freedom. It doesn't matter if we can't back our beliefs up with the Bible, as long as they feel right. These are lies from the enemy. Our opinions don't outrank Scripture. When we adapt our value system to match the times, we no longer follow the Bible. We are following the world.

Our remedy is to restore God's Word as our final authority and recover our fear of the Lord. Choose to do what is right and pleasing in God's eyes. Christ alone is the only way to holiness.","Lord Jesus, forgive me for being led astray by culture instead of standing on Your truth. Restore Your Word as my final authority. Renew in me a holy fear for You. Set me apart to walk in holiness with You. Amen.",/static/images/picture2.jpg,"[{""text"": ""Judges 19"", ""url"": ""https://www.wordproject.org/bibles/kj/07/19.htm""}, {""text"": ""Judges 20"", ""url"": ""https://www.wordproject.org/bibles/kj/07/20.htm""}, {""text"": ""Judges 21"", ""url"": ""https://www.wordproject.org/bibles/kj/07/21.htm""}, {""text"": ""John 10:22-42"", ""url"": ""https://www.wordproject.org/bibles/kj/43/10.htm""}, {""text"": ""Psalm 61"", ""url"": ""https://www.wordproject.org/bibles/kj/19/61.htm""}]"
2026-05-05,Connect With Community,5 May : Jesus Wept,"Ruth 1-2, John 11:1-44, Psalm 62","Why did Jesus weep at the tomb of Lazarus? After all, He was moments away from calling him out of the grave.

Despite being the shortest verse in the Bible, ""Jesus wept"" profoundly illustrates the full humanity and d ivinity of Jesus. It shows that He is a compassionate God who empathises with human suffering. He wept out of love for Lazarus and empathy for the grief of Mary and Martha. He wept because he experienced the sorrow that death brings to humanity. But above all, He wept because death is a reminder that many people who die face eternal destruction in hell.

If Jesus was moved to tears at the reality of death, should not our hearts also be stirred? Do you carry a burden for those who do not know Him yet? We have been entrusted with the gospel message that leads others from death to life. May His compassion awaken ours, so that we may faithfully share this hope that alone brings eternal life.","Lord Jesus, give me a heart that beats compassion for others' souls. Stir new passion in me to share the gospel with those far from You. Amen.",/static/images/picture2.jpg,"[{""text"": ""Ruth 1"", ""url"": ""https://www.wordproject.org/bibles/kj/08/1.htm""}, {""text"": ""Ruth 2"", ""url"": ""https://www.wordproject.org/bibles/kj/08/2.htm""}, {""text"": ""John 11:1-44"", ""url"": ""https://www.wordproject.org/bibles/kj/43/11.htm""}, {""text"": ""Psalm 62"", ""url"": ""https://www.wordproject.org/bibles/kj/19/62.htm""}]"
